,tweet,class
1770,of course Win or lose you always had the most exciting matches Spilt blood and all and you arent a trash talker,0
1771,when Hollywood Underwood took his shirt off and started screaming in the dark hah like a horror movie with the nips,0
1772,stfu u ugly dyke,1
1773,he looks like reg Memphis tn trash we got them everywhere,1
1774,go the gulls First grade should be a cracker Physical,0
1775,right so the link would be your trash bin gotcha,0
1776,yeah but the cripple not getting up clean helped the call out wouldnt have been fair either way,0
1777,BORING amp HACK allah and mohamed are also against fags PLEASE mention them as well did God take away your balls as punishment,1
1778,yellow,0
1779,so how bout now was just trash huh,0
1780,guys number 42 on the Yankees looks like uncle Stevie LMAO IM DYING,0
1781,like we all never gave the camera the bird,0
1782,Im a faggot,1
1783,Cody is ALWAYS calling people nigger Hes a fucking spaz,1
1784,chug ranch,0
1785,some negro amigo pulled a gun on Nate and I a few weeks ago I was STOKED,1
1786,hey its hillbilly jim and Greg the hammer valentine pffttt,0
1787,thats bc I deleted visionary once I saw your subtweet next time just me tho and I do love jail bird dresses,0
1788,thats what happens when you date a colored,1
1789,im going to murder that fucking cunt,1
1790,ugly white bitch,1
1791,ur ballsack is hairy gtfo tranny prude bitch,1
1792,that was back when nigger music was decent,1
1793,negative slopes aka a chart of my grades in math,0
1794,bitch u ugly then hoe,1
1795,oh Ill make you some brownies alright,0
1796,youre a fag,1
1797,That wasnt as bad though drawing conclusions about WHITE AMERICA based on a 1 000 person poll is a slippery slope,0
1798,me then faggot,1
1799,Yeah shes a real pom maven,0
1800,yall defense too trash for that,0
1801,Cactus is a yellow lab chow mix too Hershey was everybodys active buddy Cactus is one special pup Shes an Angel,0
1802,the jets are trash my bad i see what you meant,0
1803,the song About pollo hermanos and Heisenberg,0
1804,I assume so the tranny went out this morning I have a maxima,0
1805,great reply except it was trash,0
1806,he wont bite We promise hes a friendly bird,0
1807,hell naw he aint he the star of that team lol but Im sure that white honkey called him a nigga,1
1808,chill ur pussy gay af,1
1809,You speak colored too I thinks I be in love,0
1810,keep in shape for the ski slopes,0
1811,cheers dude might nip to town for TheEditors Vinyl MusicMatters,0
1812,Thats where birds came from,0
1813,Fingers crossed for you If not Chug chug chug lol,0
1814,go back to lego club faggot,1
1815,yeah ok nigger,1
1816,Dont my nigga me honkie,1
1817,you a Oreo cookie now,0
1818,Dont get me wrong G Id hunt birds but thats a lot of work amp well I just aint that hungry,0
1819,I dont hunt birds unless you count shooting dove out of season off my power line with a bb gun,0
1820,Like I said I might have to check but Im just not sure bird shot counts as getting shot,0
1821,I forgot youre the same bull that said Yeezus was good and that J Cole is trash,0
1822,You guys dont get evolution do you You only share a common ancestor with apes,0
1823,apes,0
1824,yall got the Taxis right now And can I get the Oreo 5s right now if possible,0
1825,ugly emo trash go cut,1
1826,bro i heard slaughter songs they all trash they just freestylers,0
1827,time to dump another diet coke in the trash,0
1828,its goldbar dumb bitch and no my dad wouldnt pick you up he doesnt like faggots like you,1
1829,funny I thought tbt 90s photo this week would have you hanging me over a trash can by my ankles,0
1830,Soft shit Are you handicapped or retarded,1
1831,ling ling krunkchip,0
1832,you make me feel all warm and fuzzy inside youCANsitwithus,0
1833,Only rich white liberals know whats best for black people If they dont see that theyre obviously Uncle Toms,1
1834,Lol Have fun I havent been to a race since HS Charlotte Crazy redneck times Lol,0
1835,thanks Hun lt 3 Im so crushed I love working out Itll be 2months gone by the time I go back,0
1836,okay cool then Im not the only one mine is black and fuzzy and it has PINK on the back in all sparkles hallelujah,0
1837,Are you working on route running and catching Youll be a good WR for Grier Have fun with the white trash racist UF fans FSU,1
1838,Find one where be beat Nathan Moons head into the ice too Ol Andrew is straight trash as far as hockey,0
1839,must have run out of brownies,0
1840,practically anything thats colored red often contain red pigments extracted from the female coccus costa or cochineal insect,0
1841,night jigaboo,0
1842,Great GIF Got a source URL for,0
1843,we got 1 except eric holder gave them 2 the beaners 2 kill americans guess he is race blind,1
1844,I think its about Whites trying to be the most Blackish what we in Socal call wiggers liberals democrats,0
1845,you watching this trash,0
1846,the redskins are doing pretty good this year,0
1847,trash of the cowboys beat the redskins twice last year,0
1848,nah they let French Montana spit trash at will,0
1849,Im gonna nip you right in the bud,0
1850,Im off whenever I feel like it Im off til Monday And you put in your two weeks flip them the bird mannn,0
1851,texans d st wont play the redskins again this year,0
1852,too pretty not to pretty Jeezus my redneck education is showing,0
1853,yea ho,0
1854,faggot,1
1855,fags,1
1856,your dad is genuine happy guy because his kids arent niggers though jimmy is my nigga 5eva,1
1857,just because some moist bint lobbed a sword at you you think youre some la de da king,0
1858,This this this Pack it up and head to NYC please Enjoy being called a hick for a few years come home humbled plans,0
1859,woahh Ahha I remember her from Charlie and the Chocolate Factory Who do you think killed Lucy I think it was Abby,0
1860,There is a special time and place for decaf coffee never and in the trash My familys motto about their java habits,0
1861,I believe that you fuckin can punk nigga bitch,1
1862,wha me im just waiting for showtime to bring back queer as folk,0
1863,I know how you feel I never thought Id see the Sox win in my lifetime Hope you can use Ants Yankees hook up to see a game,0
1864,early bird gets the worm tomcat,0
1865,bitch you watch your fucking mouth you dirty whore I swear to god thats a thin line,1
1866,Intended to get pics but didnt have time Must be a mud race event here this weekend Is like a redneck convoy out there,0
1867,trash what,0
1868,that bitch done have it to u on Sunday my nigga,1
1869,Sorry I missed that you mean where I live is disgusting or that that muzzies in the UK r disgusting or both Have a great Sun,0
1870,clam it,0
1871,Saw that theres a 15 slope to the wire That enough for a zip line businessopportunity,0
1872,As in throw birds with long pointy beaks at you,0
1873,CH3BURASHKA sure gets to be a nit picky Russian monkey bear thing sometimes doesnt he,0
1874,Im just saying its not like you were up against a bird eating spider or something Bet coulda done it,0
1875,ima fill ur clam out,0
1876,Just learn d dance nuh cuz u know after carnival we like to pick up months old yardie ting LOL,0
1877,fucking faggot,1
1878,nigor,0
1879,uhh messi trash and im flattered but what was the games scorre,0
1880,not no but hell no when blk stop sayin nigger I will what they can have I can have this is america,1
1881,honestly the performers on there red carpet were trash hahahaahahahaha,0
1882,this is my female grand champion Jesse She heard a bird outside,0
1883,town At a movie with friends I stabbed a nig 3 times and got sent to prison Justice,1
1884,aye I respect ya hustle and all but dont tweet me anymore trash ass videos thank u kindly,0
1885,faggot I knew you werent really my friend,1
1886,did I mention you are an ugly cunt Go back to Iran,1
1887,how is it being colored blind,0
1888,The people who work at those companies tend to be trash,0
1889,no i do not wish to spend 40 to go to a filthy theatre and watch a fuzzy screen with bad sound ANNABELLE,0
1890,you little fag At least I will fuck a Woman to have kids Plus work to support them Hipster homo,1
1891,my bitch dont want your ugly ass gtfo ol peyton manning lookin ass,1
1892,y dont u end us monkeys then U hate us because were better than crackers amp I love it Deep down u know weve done nothin 2 u,1
1893,Yankee,0
1894,Good read gt Why your cat thinks youre a huge unpredictable ape,0
1895,who is dis crack ass cracker,1
1896,white boy talmbout Ight Ill see you tomorrow at school nigger,1
1897,Perfect stock photography for an article about not letting a leprechaun looking handyman get into your liquor cabinet,0
1898,it didnt open das y i asked cus i thought yu ate wat i had Pork chops yellow rice n beans,0
1899,Alright fag,1
1900,i made you lunch you fat faggot,1
1901,This is Twitter Not only are you a fag but youre also retarded,1
1902,just watched your video good stuff thought Id let you in on the new boss boon says old character but will be surprise Its Argus,0
1903,No not at all Its a slippery slope Just dont want to lose my right to self defense 1st its background checks then,0
1904,blaxican,0
1905,all of these rednecks and none of them can keep the fire lit,1
1906,mock draft,0
1907,wagon burner Jk jk you did look pretty Latino here,0
1908,better off banning teabaggers and their anti American supporters,0
1909,whats this chinks email Im moving to China and slicing his throat,1
1910,ghetto gold needa be the first music vid,0
1911,like I really want a rafter monkey,0
1912,I hear Bill likes trailer trash like you,1
1913,I love WHITE NOISE and love Delillo Ive resisted reading HOUSE OF LEAVES for years It mocks me on my shelf,0
1914,lucky monkey,0
1915,A GWB appointee There goes the ACTIVIST JUDGES slant Oh wait Its already been exposed as completely farcical A GWB appointee,0
1916,A MESSAGE FOR ALL OF HUMANITY Charlie Chaplin,0
1917,A Yankee win makes any day better,0
1918,A bird just flew into my window I hope hes okay,0
1919,A ghetto girls best bet is to find work at a call center and try to climb that corporate latter,0
1920,A guy claiming to be Republican called C Span news and said Republicans hate that nigger Obama,1
1921,A homeless dog living in a trash pile gets rescued and then does something amazing Please share via,0
1922,A light tender yellow butter cake with a classic boiled icing traditionally made from burnt sugar,0
1923,A new way to look for aliens find their trash,0
1924,A nicca say he ballin ask em where his title n his deeds at not wher his clothes n his keys at,1
1925,A pharaohs nd his angry bird,0
1926,A random am scroll lands me here Charlie horses durin sex just simply means you didnt drink enough water that day,0
1927,A shockingly true tale from the Oreo that almost got devoured,0
1928,A squad of dyke cholas fear nobody They worse than the cartel,0
1929,A teen was running around Target in monkey pjs screaming OO OO AH AH amp the fitting room girls were cackling Was today designed to annoy me,0
1930,A white lighter is bad luck not yellow ur stupid,0
1931,A yellow jacket landed on my mouth and stung me while I was cutting grass safe to say he won,0
1932,A Rod said the number 13 he wears on his uniform is for opposing teams to fear him but the fact is A Rod is a damn cancer to the Yankees,0
1933,AND NorthKorea called Barack a monkey LOL If the shoe fits Cause it sure looks like he married one,0
1934,ATTN All Brown University students the stop and frisk protesters will be systematically dispersed into random U S ghettos Good luck,0
1935,Absolutely absurd that they even had to think about that call joke zebras,0
1936,Accept your flaws and imperfections because thats what makes you YOU See Im a fuck small dick faggot with parents who dont love me,1
1937,According to my brothers iPod its December 1969 If so I predict that Mickey Mantle of the NY Yankees will announce his retirement March 1,0
1938,Acid yellow,0
1939,Adam West LMAO this is trash b,0
1940,After Deztinis session we needed this lmao Jk girl good yob lol,0
1941,After Kuroda gave it his all putting up career numbers but getting no run support the Yankees dont deserve to get into the World Series,0
1942,After seeing Kansas play Duke a couple weeks ago I could tell you Im surprised that Charlie Weis has been let go but Im not,0
1943,Aint no love in the ghetto,0
1944,Aint nuttin but a white trash party,1
1945,Aint shit like fucking another nigga bitch and askin her who pussy is this and she say yours lmao no bitch im stealing this pussy lol,1
1946,Aint nobody wearing those new Westbrook Jordans but Mexicans amp trailer park trash white girls,1
1947,Al noooo Too late fuckin faggot Lmao,1
1948,Alarm set early bird n all that Night all xx,0
1949,Alex Smith wears red and yellow now so quit being psycho ex boyfriends and get over him Hes in the past,0
1950,Alexas phone gave us colors and Julia got yellow Im dying racistaf,0
1951,Alfredo Linguini Pasta Just fancily prepared trash,0
1952,All I did was said her weed was trash,0
1953,All I ever want is for someone to love me as deeply and devotedly as Charlie Kelly loves the waitress,0
1954,All I want is cheesy bread and brownies,0
1955,All I wants is to represent da life o da colored man,0
1956,All Okies are trash,0
1957,All da lil bald headed bitches standn outside of kevin gates tryna get in,1
1958,All da white folk off twitter yet Da colored tweet at night while yall sleep cuz you gotta woyke tomorrow,0
1959,All good things must come to an end thats all right get em tomorrow Yankees,0
1960,All my gold is white not yellow,0
1961,All my so whitey bois gone ride,0
1962,All these afternoon groups are trash besides the Bubba Keegs and Furyk group TheMemorialTournament,0
1963,All trash Now thats a lot of stolen shoes,0
1964,All you muzzy lovers need to do one thing Tell muzzies in the mideast to leave Israel alone Dont start no shit wont be no shit Israel,1
1965,Almost got to see a white boy get beat around today but he ran like a bitch,1
1966,Almost half of North American bird species threatened by climate change Climate Environment,0
1967,Already more yellows than the last 2 years combined IndyCar Honda200,1
1968,Alright ya faggots Lets just stop with all the S O and R T No one gives a fuck on what you think of other people Probably lying anyways,1
1969,Also its a hiccup to Jihadi propaganda they portray themselves as the only ones willing to die for their cause,0
1970,Always thought golden Oreos were the same as original Oreos but oh my god I just climaxed,0
1971,Am I the only person that feels disrespected by the bird poop suddenly dropping on your front window ewww annoying,0
1972,Am ghetto,0
1973,Am so high that birds and planes are my peers,0
1974,Amazing You know what they say about birds of a feather,0
1975,America is white trash and so are all Americans,1
1976,American culture is stuck to the side of the toilet Graffiti writers in Europe can create better art without any lowlife trash sex jokes,0
1977,Amo hangs,0
1978,And I wanna say something SOOOOOO bad to these two cunts on Twitter eh,1
1979,And Im definitely top 3 at makin beats in the city but yall niggers love your trap beats so yall probably wont admit that,1
1980,And its gotta be some ghetto fool,0
1981,And now Jihadis bragging about a massive bombing in Sadr city in Baghdad Iraq onslaught,0
1982,And of course some rascally teabagger on the radio is blaming the 19 dead AZ firefighters on biggovernment Oy vey tcot p2 teaparty,0
1983,And the Jew favorited my tweet though Lol Dont have anymore time for this trash,1
1984,And where do you think unsold items from thrift stores go The garbage Think of all the great games that are in trash dumps as we speak,0
1985,Anglo Saxon Mike Oz,0
1986,Ankles Hood bitches with long weave is the worst thing ever weave that be touching their ashy ankles,1
1987,Annoying yelling bint next door has locked herself out,0
1988,Another major development in the Jihadi circles Al Maqdisi hardcore jihadi theorist asks specifically for relief amp aid workers release,0
1989,Another season of retweeting every one of s Yankee tweets,0
1990,Any solution to ZOG which doesnt deal with demographics only laws is no solution NorthwestImperative,0
1991,Anyone want some absolutely amazing and deliciously fresh perfect monkey bread,0
1992,Anyone who came to the US as an indentured servant is white trash,1
1993,Apaches 30 MM rounds turn Jihadis into tomato soup,1
1994,Apolonia Gardner of Imperial CA misspells phalarope a bird that resembles a sandpiper The dreaded schwa spellingbee,0
1995,Apparently I got chunky for my bday Worse bday present ever Lol diettime,0
1996,Apparently im a honky Pfft Like thats a bad thing,0
1997,Apple need to add some colored emoji,0
1998,Appropriately this guy wears the WV yellow Rick James on his face,0
1999,Are poor little guinea pig died,0
2000,Are you tired of the mock drafts Lets just do this If Clowney is not the 1st pick who thinks Round 1 becomes chaos ShowOfHands,0
2001,Arent these little border jumpers supposed to be in school,0
2002,Arroz con pollo,0
2003,As Chanice say that I realize the coons move from drinking Moet to Belaire All yuh feel all yuh so fancy with all yuh 30 champagne eh,0
2004,As always Eli has the stupid hick hayseed look on his face Giants fans kill yaselves its gonna be a,1
2005,As soon as a Democrat gets a chance to the political hack foxnews goes to commercial then back with Bolton LMAO teabaggers benghazi,0
2006,As soon as we left Iraq all these towel heads think they can fucking barge in and take over what we worked so hard to set up Pisses me off,1
2007,Ask the governor how we are supposed to pay for this Typical teabagger mentality Government is EVIL until we need them LOL morningjoe,0
2008,At a point where Ive got to make a tough life decision Ice black translucent sole or solid black sole on my KD VIs Blk or orange airbag,0
2009,At all my ritz crackers Idk what to do with myself anymore,0
2010,At pussy cat lounge killin it with my girlz and,0
2011,At this rate Id cheer for the awful New York Yankees over the St Louis Cardinals,0
2012,At work but wish I was floating in my 15 ft on sale at Walmart redneck pool that my husband probably hasnt cleaned since last weekend,0
2013,Ate the receivers really fast or is pass coverage trash,0
2014,Average is basic and basic is trash,0
2015,Awk U dont like your own nephew cousins bc our race LMAO broke ugly bitches fuck them we dont need them,1
2016,Ay what are some good bars clubs to hit up in Denver Should be up there Saturday night to coon out,0
2017,Aye a nicca is tired tho,0
2018,Ayo I jus had a mini heart attack behind the wheel north Philly n fire crackers dont mix I,0
2019,Ayy Carlton is a ghetto school now SwitchedAtBirth,1
2020,Ayyyyy Im sipping on a free slurpee and seeing The Front Bottoms tonight Im a happy clam,0
2021,BASICALLY GOP ROMNEY right wing reactionaries drudgies teabaggers libertaritards all hate our education system and teachers,0
2022,Baby Ill whisper Vietnamese to you all soft like ching chong ting o long,0
2023,Bags Bags thats that bag money trash bag black and its filled up with money,0
2024,Baked Montreal chicken cheesy brussels sprouts garlic butter triple cheddar amp chives yellow mashed,0
2025,Bald head bitches think its their time to prosper,1
2026,Bank robber who wore zebra print dress arrested police say,0
2027,Barkley is trash,0
2028,Barrys whitey brownshirts run wild in Oakland Following the lead of N W A punks chant F the police,0
2029,Baseball isnt the same without the Yankees in the playoffs amp basketball isnt the same without the Lakers in em,0
2030,Baseball w for her birthday for some reason Lol Yankee Stadium on Yelp,0
2031,Bathing Sphere Suspended Orb Tub Not for Shy People bathing design weird and yet cool,0
2032,Be fearful of the wrath of God in a country where many mock Christianity embrace perversion abortion and bows to PC multiculturalism,0
2033,Beans that were yellow before Friday night are brown now a few green leaves curled frost but not freeze bean size reduced top end shrinks,0
2034,Beautiful Fairy Elegant Dress,0
2035,Because if nobody was judging the birds this account wouldnt even cause a ripple in d ocean,0
2036,Been Huntin hard and finally nailed her Best wedding koozie Ive ever seen redneck,0
2037,Being coons At Yall are amazing,0
2038,Bengals kicker trash,0
2039,Best behaved kids ever at mommys commercial audition Oreo McFlurries for everybody proudmom,0
2040,Best of luck to Tino The Bambino Martinez in Miami your legacy is saved LOL Marlins Yankees RedSox MLB,0
2041,Best rider That goes to a blaxican,0
2042,Bet Charlie Strong has contacted Ridley,0
2043,Bet they want a cookie Bergbrain You mean like you want a cracker Kinda bitter here today arentcha stribpol mngop mnleg,0
2044,Between this trend and the vines acting like women its like niggas couldnt wait to be faggots,1
2045,Big Red and fat squaw lol my hubby is so funny insidejoke,0
2046,Big Squawk Q when will DFL dump Ryan Uncle Tom Winkler Not going to happen Berg Bleat on mngop proud stribpol mnleg,0
2047,Big bird holds press conf claims he does not care for the letter f,0
2048,Big night of hoosiers iubb big10 and pacers nba indiana hoosierstate paulgeorge codyzeller,0
2049,Bigots demand recount in Idaho gay rights ordinance referendum tcot teaparty teabaggers lgbt,0
2050,Bill Smith DDS MTV ODB LGBTQ MMA NFL AFLCIO bitch pick one Fucking hate you I know you proud but shit,1
2051,Bitch ass nigga be hating on black women Uncle Tom bitch punk,1
2052,Bitch fuck yo nigga whats up with that pussy,1
2053,Bitch youre the ugliest cunt ever,1
2054,Bitches be having a nigga but want to be another nigga WCW bitch it dont work like that,1
2055,Bjergsen just made a full AS rune page I dont just me full AS reds and Quints I mean AS reds blues yellows and Quints 47 AS,0
2056,Black bitches dont be kickin up in our school Bitches still comin wit durags still on they head nd shit,1
2057,Black cops want to kill white citizens Spic cops want to kill Anglo citizens Zigeuner cops are all rapists,1
2058,Black guy in class attempts to throw a paper ball into the trash misses Mrs Mundy Youre a disgrace to your race Marcus,0
2059,Black people like disgust me laughing at someone who died dumb monkey ass niggas like you need to be locked up just for stupidity,1
2060,Bostons Jihadi Nest and Student Arm of the Muslim Brotherhood Joe For America via,0
2061,Bought this Lp in Manchester the other week had no idea it was coloured vinyl Man what a steal VinylGasm Re Machined,0
2062,Bout to make some brownies in a few,0
2063,Boy Yung thug is a fag,1
2064,Brady heard yall say he was washed now he washing the league on you hoe ass niggas,1
2065,Brandon Jennings trash,0
2066,Breakfast fried chicken jerk chicken Tater tots white rice nd press yellow rice nd beans Mac nd cheese,0
2067,Breakfast of champions shrimp lobster balls no sandusky French fries nd a nice big Quahog clam for,0
2068,Brilliant job by to limp it back to the pits without causing a yellow Wish he didnt need to though PLM,0
2069,Bro everybody is a ho then fuck it your favorite Color is mango red you are a ho you charge your phone all the way to 100 Ho smh,1
2070,Brown is a color so my eyes are colored,0
2071,Brownies brownies brownies,0
2072,Browns and redskins shouldnt be considered nfl teams,0
2073,Bruh soo trash,0
2074,Bullets through a nigguh tru jeans,1
2075,Bumped into a bitch that filed for sexual harassment at work against a co worker I aint been so shook in my life,1
2076,Burn bitch,1
2077,Burnating all Yankees and their thatch roof cottages Astros,0
2078,Burritos are trash,0
2079,But I callin out da race card Aint no colored podcasts out dare,0
2080,But atleast they let me know ur a faggot if u keep those type of twitter secrets,1
2081,But rich is a light skin coon So its expected,0
2082,Bye Bye Charlie Strong,0
2083,CAIR Publishes a Hit List for Jihadis via If you are a red blooded American you may be on the list,0
2084,California has gangs because California is trash,0
2085,California is home to skater trash,1
2086,Calling out teabaggers conservatives on their BS via,0
2087,Can faggots of HoneyBooBoo imagine this internet world was created to trap them and feed them to Allah like gazelles IT StephenKing,1
2088,Can Charlie Crist pull one over on Rick Scott Well he did pull one over on floridaprimary dems tonite TPOT Election2014,0
2089,Can I double stuff your Oreo,0
2090,Can someone get me cheese and crackers,0
2091,Can someone please explain to me Why are the birds so angry amp destroying pigs homes,0
2092,Can we bomb the selfie monkey out of my timeline,0
2093,Can we revisit s idea of two teams of playing against each other I would like to see a game every now amp then,0
2094,Cant wait to humble these niggas in the playoffs again Until then good job hoes,1
2095,Cant be many things worse than having COPS interrupted because a friggin Yankee game is still going on,0
2096,Cant beat a score of 12 on flappy bird givingup,0
2097,Cant find my BC powder Ill just chug this childrens Advil,0
2098,Cant stand bitch ass niggas,1
2099,Cant stand that asian dude just now faggot gives me attitude cause I almost forgot my water fuck u faggot if I wasnt on stage,1
2100,Cant stand that faggot,1
2101,Cant stand the Yankees but Jeter hitting a home run in his final at bat in NYC would be cool Getting beaned would be better,0
2102,Cant stop eating graham crackers,0
2103,Cant take u coons nowhere amp I mean nowhere,1
2104,Cant tell if Mexico has been impressive or if Brazil has just been trash today,0
2105,Cant wait till I get my full appetite back Only ate a half ghetto sandwich No lettuce no nothing,0
2106,Cardinals score 1st They lead 1 0 in the top 3rd with birds on base NLCS SFvsSTL,0
2107,Casey Matthews is so trash this is BIG,0
2108,Cavs trash too,0
2109,Ceasefire Lets see how long those towel heads can go without trying to attack Israel then cry to national media when they get popped again,1
2110,Celtic means white trash If someone says theyre Celtic it means theyre white trash,1
2111,Chaber Books BRAGADAYJAH 24 Nimrod the Cushite first king of the earth See Bragadayjah 24,0
2112,Chaber Books BRAGADAYJAH 315 Further restrictions on eating certain insects and birds,0
2113,Chance is trash,0
2114,Char broiled cod yellow rice sauted spinach and artichoke hearts Made with love for,0
2115,Charles Tillmans eyes are more yellow than corn,0
2116,Charlie Baker for Mass Gov the most lib newspaper in most lib state supports R for Gov DoG via,0
2117,Charlie Baltimore look good for 45,0
2118,Charlie Clips vs Yung Ill review,0
2119,Charlie Crist R I D FL rumored to demand a recount sayfie,0
2120,Charlie Crist Losing 50 000 Florida Jobs To Raise Minimum Wage Is Worth It Conservative Byte via,0
2121,Charlie Crist and Rick Scott are both scumbags however interesting that Crist has yet to run one just one positive political ad,0
2122,Charlie Crist has asked to keep polls in Broward open until 9pm claiming long lines Media reports say turnout light in Broward,0
2123,Charlie Crist wins Democratic primary in Florida governors race AP projects via,0
2124,Charlie Crist outlawed hated rediculed and vilified for shaking the Presidents hand What a country What a democracy,0
2125,Charlie Daniels Goes Off on Satanic Evil,0
2126,Charlie Daniels couldve done a better job MNF,0
2127,Charlie Furbush WhyDidIGoogle,0
2128,Charlie Jacobs got confused about the ice bucket challenge and instead dumped a bucket of diamonds on his head,0
2129,Charlie Kimball I had nowhere to go IndyCar MAVTV500,0
2130,Charlie Parr Mountain top music Fest,0
2131,Charlie Rangel Some Republicans Believe That Slavery Isnt Over Truth Revolt Bam Race Card Vote Democrats out,0
2132,Charlie Sheen,0
2133,Charlie Sheen never disappoints,0
2134,Charlie Sheen wants to return to Two and a Half Men,0
2135,Charlie Sheens Video Message to President Obama,0
2136,Charlie and I love that dog,0
2137,Charlie and Ron has constantly put out heat for their entire careers,0
2138,Charlie bit me,0
2139,Charlie is so adorable,0
2140,Charlie looking like hes the one that made that 3,0
2141,Charlie xcx is bae,0
2142,Chasing these hoes better get cash nigga,1
2143,Cheeky thoughts as the rooster crows,0
2144,Cheer up Charlie,0
2145,Cheers young lady foreverrrr younnnnng grabs flask and chugs,0
2146,Cheez Its Honey BBQ Lays Oreos and a monstrous glass of 2 right now Im the skinny fat poster boy,0
2147,Chicks love these ugly hipster faggots Prolly cause they look like the dad that was never in their life,1
2148,Chill If I ever become president Imma ban Henny from America For a Day just to see you negroes panic gotcha bitch,1
2149,Chris Bosh bout to disgrace the trophy like a real faggot smh,1
2150,Chris Paul trash LMFAO,0
2151,Ciara not a ghetto name Well kinda but its not ASHANTI,0
2152,City highway skyscrapers building lights yellow blue,0
2153,Clan of retards,1
2154,Clearly Im afraid of birds,0
2155,Cleveland is the best team for manziel honestly the OC can use the offense he had with the redskins amp the browns D is nice wit a def HC,0
2156,Cmon Need a yellow for Wilson,0
2157,Come home from work to Bridesmaids Twinkies and a bottle of wine bestroommateever,0
2158,Come on man Oreo needs to chill You know about these good or nah,0
2159,Come on nd get that chicken niggers love dat chicken from popeyes,1
2160,Conan Obrien needs to get a life with that 80 million monkey food maybe,0
2161,Confusing circumstances seem to get in the way of your high ho More for Virgo,0
2162,Conoc tus ojos negros Y ahora si que no puedo vivir sin ellos,0
2163,Cool fun thing to ponder the myriad of space trash traveling at thousands of miles per hour right above you,0
2164,Coors light is trash Yuck I dont even like beer,0
2165,Correction gt gt gt gt when the sky is yellow death is upon us No Im scared,0
2166,Country Bumpkin Word of the Day yokel,0
2167,Craving brownies,0
2168,Crew neck ass nigguh,1
2169,Currently being hit with the jig Word,0
2170,Curse AVI for Coke because hes a fag and hasnt put it on yet,1
2171,Cussed out by a fat redneck on the last day YOLO,1
2172,Cute ass niggah,1
2173,Cute dumb females trash,0
2174,Cuz if its trash Im bashing it at saying he need to go back to jail,0
2175,DEREK JETER clap clap clapclapclap Yankees,0
2176,DIVERSITY Chcgo Blck Pstr Flooded w Dth Threats Ovr Endorsement Of GOP Candidate U Sellout Uncle Tom Ass N gger,1
2177,DRUGS gt Is why Giants are losing Just ask barrybonds and the HEDGE BET FUND gt WorldSeriesGame6 faggots,0
2178,Dad bought me a brownie shake lovehim,0
2179,Dad brought me home a watermelon eegee but I dont like it so its going in the trash,0
2180,Dad called me a border hopper,0
2181,Dad just yelled out in bout to fry some chicken like a nigger,1
2182,Dafuq is floppy bird,0
2183,Dallas hoe Why,0
2184,Damn amp his nigger music waking up the whole school in the morning,1
2185,Damn Charlie Wilson is still around,0
2186,Damn I think your redskins lost,0
2187,Damn Joe Buck just making it sound like Greinke was trash when he played for the Royals Chill out Joe,0
2188,Damn hoe You so ugly even hello kitty said goodbye,1
2189,Damn internal alarm clock Woke up at 6 35am feeling chunky from my 3am Cheerios splurge Guilt led me to the treadmill Gym nosleep,0
2190,Damn it be cold fo a colored man,0
2191,Damn those shiner rock those bud light platinum and that ciroc,0
2192,Dani Alves pulled off that hairstyle Neymar just looks like a faggot,1
2193,Daniel theres no cow tipping and hoe downs in Jackson This city living lol,0
2194,Darkies DGAF gotta chill wit his yellow 4thofJulyFly outfit man,0
2195,Dat da bad thing bout being colored Day bring me in to fight but dont vite me to da victory partay,0
2196,Dawg Man this about to be another trash Thursday night game,0
2197,Dear God forgive us for a moral slope of values Shacking is just a pretty word for perpetual fornication Lets,0
2198,Dear Utah Polynesians Again stop acting black and speaking ghetto Speak FOB you aint no ghetto niggaz,1
2199,Debating feminism with a gay professor uninformed girls and low IQ rednecks is not my idea of a fun Wednesday night,0
2200,Decent trade for the Yankees a proven veteran Ichiro for some prospects,0
2201,DeeDee Patrick Ed Sheen Timmys Dad Beavis amp Butthead Peter Griffin This is just a list of SOME mentally retarded cartoon characters,1
2202,Defiantly going to see that new planet of the apes tonight,0
2203,Define wigga,0
2204,Delete now you bitch ass nigga If the Redskins beat us I will delete my fucking IG,1
2205,Delusional teabagger thinks he can stop gay marriage in Wisconsin lgbt teaparty gaymarriage ssm,0
2206,Designer belt with a trash fit is still trash,0
2207,Despite the zebra red rocket special portland beats those jersey shore floppers,0
2208,Devin Hesters a bitch,1
2209,Dey wants to rename our main street MLK Blvd I told dem dat will even scare da colored folks away,0
2210,Diabetes galore Colorado health officials recommend pot brownie ban,0
2211,Did everyone elses parents use to refer to the Power Puff Girls as Powder Puff Girls or were mine just exceptionally retarded,0
2212,Did the Italian bird just call Janet a calzone UNCLEtweet,0
2213,Didnt get to hit the slopes today but snowboarding lessons first thing in the morning excited,0
2214,Ding ding ding Sagittarius trash,0
2215,Dis broad done tagged dis nicca n a video of his sis giving dome Tragic,1
2216,Dis nicca went in on dat I Keep tryin,0
2217,Dis nicca lame,0
2218,Disturbing feeling pressure from ISIS fanboys Al Qaeda fanboys resort to celebrating 9 11 to reclaim their Jihadi bona fides,0
2219,Do birds have dongs How do they mate Help me Im an adult who doesnt know how animal sex works,0
2220,Do girls wear bathrobes still cuz I have really cute fuzzy 60 bathrobe from Victorias Secret is that even ok to wear,0
